299,27.430
819,25.125
895,13.805
883,9.587
169,35.869
628,12.299
214,2.494
900,3.695
691,16.534
1000,6.085
575,7.650
1003,14.785
448,3.060
1079,22.407
720,3.078
208,2.240
291,2.448
887,2.952
1068,3.469
486,3.091
409,5.011
1162,3.484
722,3.208
1317,8.260
703,4.977
614,3.373
156,2.092
606,9.500
663,6.746
246,1.815
774,4.512
825,6.508
1280,5.543
819,11.429
982,3.384
1223,8.326
1286,5.172
1290,3.978
448,2.699
841,6.508
1323,4.984
889,2.823
440,5.880
831,7.118
1097,3.324
157,2.019
397,2.489
710,2.553
1272,4.734
246,2.956
276,2.719
1273,3.911
480,2.459
848,6.258
1128,4.000
926,2.884
1218,3.253
1197,19.878
190,2.548
1169,14.343
282,2.966
387,4.045
1220,3.616
741,4.742
307,13.666
172,2.167
905,4.382
572,2.429
424,2.286
141,2.015
1397,6.630
652,3.910
1078,4.683
448,5.938
293,4.897
1363,3.453
554,2.554
129,17.802
1167,3.890
1326,4.914
1161,5.444
1005,7.791
263,2.496
652,5.100
137,2.036
1159,4.228
1082,32.851
880,4.124
627,2.626
619,15.330
354,2.588
567,37.003
1222,9.005
716,2.600
714,4.343
582,2.504
324,2.561
1035,6.811
307,3.546
497,3.056
263,2.058
886,4.571
340,2.267
874,5.247
89,5.445
546,14.810
1142,7.320
675,3.172
967,19.910
464,7.604
941,4.505
1214,7.654
1373,5.711
815,23.748
916,9.525
291,23.216
953,3.049
1368,5.503
1359,8.996
410,3.201
1383,4.862
838,2.658
585,2.454
1160,2.970
288,3.005
1315,5.346
212,1.985
221,5.180
646,5.577
174,5.644
769,3.387
842,5.437
369,24.350
884,6.528
1382,5.340
1045,14.290
1057,10.522
122,52.941
833,4.037
459,4.343
993,3.350
363,3.751
427,3.927
860,3.568
1322,8.802
1038,7.573
1299,4.802
639,3.619
243,2.469
222,2.915
1272,4.857
138,2.284
870,9.728
488,2.278
441,2.689
1142,4.442
728,33.506
828,7.358
1067,3.211
211,2.489
663,3.557
713,5.190
1329,3.186
387,3.714
306,2.634
730,2.906
1228,6.548
483,4.227
615,3.173
883,2.861
1011,5.894
1165,4.011
764,63.556
917,3.128
1289,4.265
1008,5.566
77,2.581
304,3.595
1080,5.794
1340,6.087
606,3.852
439,3.946
673,4.339
1069,6.218
1123,4.147
1071,4.806
517,3.832
120,2.096
934,4.824
683,3.614
642,16.819
83,1.974
691,3.577
503,27.898
176,2.424
251,2.097
348,2.564
1249,20.882
909,14.451
1224,6.826
481,38.638
309,4.309
1141,3.237
976,5.920
759,6.527
404,2.277
489,4.307
1399,34.642
974,16.249
602,3.892
1339,11.883
701,3.757
1354,9.194
618,17.467
832,3.828
716,9.628
1003,7.369
788,9.331
678,3.964
1335,5.290
1302,13.068
262,10.574
1034,5.890
525,12.135
477,3.214
688,11.225
1318,9.233
778,3.848
242,4.866
1021,4.584
1182,4.322
995,3.029
213,2.100
1360,3.318
1321,3.626
391,2.221
780,2.734
607,2.641
1258,5.354
368,2.174
709,6.775
501,5.815
658,2.465
373,4.324
505,12.287
1045,2.968
1196,3.168
187,2.064
94,1.962
416,2.353
476,2.351
966,2.888
151,1.978
189,2.717
1230,3.221
541,11.086
840,15.199
1026,5.368
681,2.705
605,3.370
1073,3.417
591,2.409
1065,3.859
851,4.108
1020,5.634
161,1.966
185,2.297
1261,3.486
279,2.387
1221,3.551
201,2.030
646,2.697
270,6.415
431,2.985
1246,3.912
120,10.301
268,2.392
1311,5.424
479,2.838
116,15.747
916,4.615
724,5.809
1053,4.093
885,3.061
306,2.112
844,5.150
281,9.721
278,2.283
201,2.531
1074,4.206
772,2.619
993,6.080
765,2.858
639,2.539
703,2.724
359,2.503
226,2.202
261,2.213
656,2.442
419,5.916
334,6.470
1344,3.874
686,6.820
1069,7.369
1075,3.020
557,4.131
1343,3.256
1314,3.326
1348,3.251
1125,3.077
371,2.397
1285,3.550
668,2.706
1286,3.190
908,2.995
1194,3.194
597,2.494
860,2.800
273,2.199
1035,3.529
1340,26.150
895,3.874
189,1.972
1228,6.788
684,3.371
209,4.082
237,3.748
888,4.800
665,3.212
445,3.151
1123,2.954
507,3.243
1208,3.927
725,2.576
331,2.099
577,22.549
172,2.622
895,3.263
131,2.568
381,4.346
910,6.935
713,3.946
504,2.972
214,1.931
1102,12.536
1294,5.579
133,3.172
268,38.079
814,4.541
166,4.803
1141,5.175
905,4.343
175,4.393
799,4.900
391,23.989
1237,7.306
1025,14.711
1062,20.912
1035,5.261
1366,5.816
957,15.864
1325,7.433
1088,5.308
623,4.465
97,2.852
109,4.766
52,3.638
928,6.873
1020,5.767
1249,9.365
1107,9.283
796,10.564
753,5.056
406,2.950
1145,6.707
70,4.105
1043,7.360
508,2.720
150,3.920
469,3.401
1297,14.899
329,2.360
1324,4.082
957,4.815
80,3.682
114,4.475
308,8.322
957,8.055
433,8.224
776,6.205
1070,6.275
708,6.168
1244,5.866
768,7.530
953,5.591
407,5.489
458,4.322
1129,6.551
367,5.573
94,39.489
880,5.690
856,2.850
613,2.641
414,2.864
1075,3.185
558,2.661
1046,3.919
1391,3.583
597,3.901
519,3.705
679,4.012
523,2.872
504,3.164
466,2.520
421,2.298
716,3.347
50,2.409
423,2.551
684,2.590
1369,3.551
1016,3.192
564,3.818
1138,3.463
1256,10.375
692,14.897
1370,3.537
1307,4.754
544,2.607
927,3.025
753,2.865
105,2.177
1103,3.263
798,3.058
1224,3.426
1037,3.212
960,4.042
1380,3.481
1158,3.295
1177,3.506
1323,3.448
328,2.588
80,12.693
155,2.137
961,3.039
1026,3.379
373,2.158
499,4.807
1026,2.945
185,32.092
1153,5.019
871,6.853
249,3.959
1222,5.929
146,5.063
1168,6.878
405,5.425
577,2.990
1332,4.185
1131,4.671
1260,3.498
1203,5.266
271,3.272
1000,3.425
1091,3.262
1063,3.143
138,2.856
632,3.298
1035,3.689
691,16.946
421,3.335
690,11.393
1228,10.567
857,3.046
1201,4.159
580,4.374
514,2.416
293,3.021
1096,3.327
645,4.106
626,4.642
297,2.212
1271,5.149
1239,6.132
721,2.800
375,2.637
64,2.635
64,1.874
1252,3.359
911,4.607
1298,6.504
509,3.077
996,3.106
665,16.888
1133,3.808
473,2.606
140,2.202
568,4.539
902,4.417
924,3.534
488,2.810
62,2.305
232,2.275
732,2.719
883,3.305
1085,6.277
1071,3.351
383,7.568
656,3.812
233,2.198
929,3.136
189,2.102
791,3.163
551,2.606
193,7.550
109,3.439
642,2.665
998,20.278
1180,3.408
1334,4.504
1043,6.080
233,2.302
1343,5.308
419,2.771
578,3.632
1118,3.081
1329,3.971
1372,3.491
784,4.364
1258,3.408
592,5.221
584,4.386
200,4.817
1030,5.401
635,9.470
1283,4.482
1095,3.739
1277,5.956
813,3.233
743,9.727
1291,4.407
1394,3.713
737,3.208
387,9.922
631,3.046
806,3.434
1314,3.477
853,2.821
638,3.677
1343,4.451
1369,3.463
1234,3.602
1014,3.511
563,4.463
1233,3.492
1369,3.724
706,2.755
760,2.646
202,2.091
987,3.924
62,2.879
581,3.212
1205,3.522
692,2.887
646,2.537
1258,3.351
797,5.184
1015,25.449
276,2.193
215,10.598
202,2.058
317,3.857
613,2.540
178,2.270
398,2.321
1080,3.172
1228,3.938
219,2.565
283,2.124
928,2.877
647,3.199
854,3.191
171,2.249
731,3.304
878,3.028
1385,3.616
597,2.543
703,2.769
1185,4.919
1280,3.406
708,18.255
1034,3.642
369,4.296
868,10.160
415,21.520
716,3.088
633,2.877
1083,6.339
358,4.124
879,3.037
259,2.177
506,13.026
754,2.970
1007,3.274
341,2.247
373,2.219
839,2.842
213,2.768
145,2.088
1020,3.503
1307,3.479
731,5.069
720,3.160
208,10.554
603,2.459
187,2.055
1387,3.620
833,2.929
252,2.041
1166,13.774
1104,3.429
1032,3.327
1313,3.830
1250,3.501
1128,6.158
1121,10.394
552,2.564
1158,3.809
1351,3.496
298,2.097
255,3.778
162,2.063
583,2.663
1008,3.159
735,18.699
1043,3.375
512,19.862
1296,3.870
389,2.291
1387,3.504
1220,15.133
592,2.620
365,2.373
382,2.397
664,2.738
817,3.006
356,2.213
229,2.142
386,6.766
934,2.885
619,2.553
1208,3.261
98,2.458
165,2.413
1227,3.676
369,2.416
78,2.002
1323,3.415
733,2.623
1166,3.340
780,2.838
1390,24.117
817,2.928
109,2.303
1375,3.555
610,14.127
949,3.338
777,3.295
748,3.110
1040,7.357
730,2.922
1266,3.832
1074,3.603
967,3.050
346,2.285
1034,6.325
1177,3.332
660,3.265
1135,3.520
828,2.948
542,2.927
1179,3.299
974,3.484
304,2.286
389,9.168
322,3.559
446,3.264
818,2.995
486,3.030
280,2.103
974,4.382
352,11.399
980,5.710
970,3.694
333,2.326
1263,8.428
1094,4.567
387,2.768
1319,9.881
1147,4.529
961,4.074
203,2.123
102,2.028
611,3.928
228,2.215
477,2.260
528,2.401
1323,3.691
415,13.482
661,3.323
879,7.950
316,3.159
954,5.768
490,2.435
192,10.339
170,3.385
1010,3.049
288,2.699
567,2.686
1283,4.089
1108,4.316
1229,5.366
1172,3.107
346,2.738
71,2.541
1119,3.364
530,2.812
667,3.325
222,2.563
150,2.869
704,2.834
110,2.003
1081,3.071
751,3.596
967,11.232
177,4.053
395,2.491
1037,3.626
211,2.208
1196,4.256
1208,12.259
87,3.371
218,2.286
821,3.184
692,2.738
169,2.034
329,2.145
731,2.732
152,1.974
963,7.519
557,3.429
494,2.838
384,2.415
1284,3.467
104,2.011
718,6.282
1096,3.482
1147,3.248
699,4.911
914,12.691
313,4.590
537,5.286
661,2.582
775,2.719
1171,4.463
262,2.533
515,2.847
613,2.943
918,18.371
1025,3.136
1163,6.650
1234,5.003
173,2.051
1244,4.015
339,2.450
1331,3.885
552,2.508
1328,5.235
913,2.886
196,2.316
1047,3.443
505,2.738
942,2.964
98,2.352
620,12.370
95,3.483
131,3.103
164,3.150
1399,3.296
1341,3.478
918,4.187
600,2.619
267,2.163
1240,13.323
547,3.203
1371,10.934
67,2.279
1258,5.060
149,3.255
285,2.164
784,2.740
825,2.928
1115,4.556
954,3.372
61,2.886
250,2.121
216,2.411
492,3.074
808,9.365
833,3.134
440,4.966
830,2.762
1140,3.139
163,2.309
1249,4.146
1393,5.332
976,3.606
720,7.046
153,5.355
965,2.708
1317,3.725
231,3.411
192,4.561
72,1.818
315,2.447
217,2.164
1045,3.001
736,2.630
977,6.918
505,2.404
464,3.410
69,2.185
935,2.754
462,2.180
1183,5.780
1178,3.552
443,3.274
1361,3.644
120,2.044
1324,3.307
835,3.404
1285,4.660
132,1.969
318,2.095
617,2.314
230,2.294
1033,2.735
339,4.353
772,2.934
1321,3.338
527,2.325
1315,3.131
98,3.931
776,2.587
290,2.106
1312,3.342
565,2.544
1321,3.286
1085,2.871
217,2.122
950,2.786
550,2.891
427,2.251
1316,3.081
384,2.308
278,6.154
535,2.266
907,8.127
354,2.175
247,2.125
1297,3.047
1224,3.069
862,2.833
340,5.091
786,2.786
974,2.901
720,2.793
146,7.161
552,2.330
211,2.011
1364,3.238
1387,5.324
1104,3.032
595,2.363
1315,3.089
868,2.843
1159,3.020
767,2.532
217,2.020
373,2.229
1151,2.987
359,3.021
747,2.791
125,2.427
913,2.851
592,7.908
1121,5.149
872,4.518
753,9.328
523,2.693
1034,3.048
487,3.173
665,2.592
1312,9.778
385,9.083
60,1.878
924,3.262
451,4.258
145,2.272
838,2.775
125,2.040
660,2.631
1380,3.309
74,3.508
943,3.333
979,4.552
720,7.144
455,3.833
915,16.963
1181,3.466
433,2.199
436,2.459
920,2.724
1346,3.911
1269,4.016
219,2.276
397,2.150
390,3.207
947,5.267
557,5.574
389,3.105
277,13.366
279,3.825
665,3.972
258,4.897
1283,6.916
287,5.097
383,5.071
1127,2.981
119,2.060
732,2.640
333,2.369
176,2.443
1116,6.169
584,11.527
959,3.447
83,1.838
1128,2.940
442,2.472
890,3.604
1351,3.574
717,3.490
707,5.119
548,2.275
989,2.890
1119,2.912
158,2.252
506,5.279
1116,17.828
651,6.567
1124,4.391
305,2.658
675,2.692
733,11.229
90,1.952
604,2.711
612,3.362
772,7.972
385,2.690
542,14.952
759,2.977
1080,3.249
756,9.567
1250,7.789
771,2.795
106,1.998
799,8.794
1304,3.170
126,1.852
297,2.114
671,7.574
52,1.727
1189,3.108
1240,2.966
67,1.894
1283,3.105
177,1.876
867,4.500
94,2.178
513,2.778
451,2.181
252,2.341
722,2.654
1110,3.083
1044,2.856
118,24.941
882,3.214
479,2.825
201,2.061
1122,2.869
172,2.351
1101,3.844
912,5.420
652,3.929
791,5.414
630,3.645
764,3.244
871,2.861
958,4.285
81,1.981
376,3.199
569,2.541
965,2.875
322,2.192
916,3.015
686,2.529
176,2.276
208,2.507
1187,3.269
987,4.803
417,3.814
1088,11.396
984,7.466
1052,19.766
1147,4.771
1158,3.281
269,5.695
1169,3.093
872,3.001
644,5.272
1149,4.549
589,18.075
520,6.625
430,2.389
962,6.939
903,3.193
509,2.381
1230,3.204
482,2.365
889,5.585
1039,3.178
455,15.221
1053,3.135
1072,3.232
1356,4.213
986,2.980
534,3.815
796,3.187
178,2.730
299,9.177
328,2.103
238,2.845
1393,7.413
106,2.860
1356,20.065
127,10.087
231,2.321
624,3.353
908,3.912
632,2.482
777,3.012
239,3.488
150,2.321
481,2.384
1342,3.191
316,9.838
301,2.233
373,3.558
1195,3.622
441,2.336
1012,3.985
1355,4.104
1263,3.298
1159,5.017
426,2.280
920,3.387
1163,3.630
927,2.654
837,2.619
371,2.704
543,2.898
996,15.945
1178,4.720
1396,5.197
1322,4.234
687,3.962
961,4.168
735,5.043
241,2.162
1139,13.189
1178,10.055
613,2.954
1376,3.454
375,3.140
1280,4.301
840,3.150
1376,3.402
352,2.175
1034,3.046
322,4.086
562,3.301
1351,4.836
1122,20.882
1139,3.209
1246,7.230
608,2.497
1324,3.309
195,2.008
100,2.256
1341,11.037
1220,20.993
1031,3.234
183,2.286
1002,2.929
891,2.811
479,2.409
669,3.369
385,2.443
684,3.318
275,3.203
196,2.196
1069,3.068
656,11.866
829,3.107
838,2.916
605,15.237
753,2.689
291,3.204
1214,3.859
507,2.979
1374,7.085
314,8.049
577,3.311
782,3.666
986,4.060
81,10.267
458,2.238
349,2.203
858,3.986
949,6.211
621,7.416
572,3.019
509,2.391
263,2.073
577,2.495
364,2.554
598,2.711
1045,3.208
446,2.515
1087,7.147
883,2.736
920,4.428
875,14.566
1285,3.447
789,4.491
